line,poem,text,tokens
42.0,196.0,my ham sandwich,"['START_SYMBOL', u'my', u'ham', u'sandwich', 'STOP_SYMBOL']"
43.0,196.0,or my collected works of Keats.,"['START_SYMBOL', u'or', u'my', u'collected', u'works', u'of', u'keats', u'.', 'STOP_SYMBOL']"
44.0,196.0,soon the parents began to understand,"['START_SYMBOL', u'soon', u'the', u'parents', u'began', u'to', u'understand', 'STOP_SYMBOL']"
45.0,196.0,and they stood in their circles talking,"['START_SYMBOL', u'and', u'they', u'stood', u'in', u'their', u'circles', u'talking', 'STOP_SYMBOL']"
46.0,196.0,and I stood alone in my circle,"['START_SYMBOL', u'and', u'i', u'stood', u'alone', u'in', u'my', u'circle', 'STOP_SYMBOL']"
47.0,196.0,not talking.,"['START_SYMBOL', u'not', u'talking', u'.', 'STOP_SYMBOL']"
48.0,196.0,"there was one young teacher, female,","['START_SYMBOL', u'there', u'was', u'one', u'young', u'teacher', u',', u'female', u',', 'STOP_SYMBOL']"
49.0,196.0,in room 6 who looked like she needed a good,"['START_SYMBOL', u'in', u'room', u'6', u'who', u'looked', u'like', u'she', u'needed', u'a', u'good', 'STOP_SYMBOL']"
50.0,196.0,lay,"['START_SYMBOL', u'lay', 'STOP_SYMBOL']"
51.0,196.0,and since I am a very old and evil-looking man,"['START_SYMBOL', u'and', u'since', u'i', u'am', u'a', u'very', u'old', u'and', u'evil-looking', u'man', 'STOP_SYMBOL']"
52.0,196.0,I stared at her ass tits lips ears everything,"['START_SYMBOL', u'i', u'stared', u'at', u'her', u'ass', u'tits', u'lips', u'ears', u'everything', 'STOP_SYMBOL']"
53.0,196.0,whenever she came out of room,"['START_SYMBOL', u'whenever', u'she', u'came', u'out', u'of', u'room', 'STOP_SYMBOL']"
54.0,196.0,6. she hated me and that gave me some amusement,"['START_SYMBOL', u'6.', u'she', u'hated', u'me', u'and', u'that', u'gave', u'me', u'some', u'amusement', 'STOP_SYMBOL']"
55.0,196.0,while I waited for my,"['START_SYMBOL', u'while', u'i', u'waited', u'for', u'my', 'STOP_SYMBOL']"
56.0,196.0,daughter.,"['START_SYMBOL', u'daughter', u'.', 'STOP_SYMBOL']"
57.0,196.0,the last Saturday was the worst.,"['START_SYMBOL', u'the', u'last', u'saturday', u'was', u'the', u'worst', u'.', 'STOP_SYMBOL']"
58.0,196.0,I arrived,"['START_SYMBOL', u'i', u'arrived', 'STOP_SYMBOL']"
59.0,196.0,hung over.,"['START_SYMBOL', u'hung', u'over', u'.', 'STOP_SYMBOL']"
60.0,196.0,"then, at noon, from room 3,","['START_SYMBOL', u'then', u',', u'at', u'noon', u',', u'from', u'room', u'3', u',', 'STOP_SYMBOL']"
61.0,196.0,"Barnsdall Park, they ran out","['START_SYMBOL', u'barnsdall', u'park', u',', u'they', u'ran', u'out', 'STOP_SYMBOL']"
62.0,196.0,"and I thought, fine, I'll get the girl","['START_SYMBOL', u'and', u'i', u'thought', u',', u'fine', u',', u'i', u""'ll"", u'get', u'the', u'girl', 'STOP_SYMBOL']"
63.0,196.0,and we'll play Batman and Robin,"['START_SYMBOL', u'and', u'we', u""'ll"", u'play', u'batman', u'and', u'robin', 'STOP_SYMBOL']"
64.0,196.0,eat ice cream and forget the Art con.,"['START_SYMBOL', u'eat', u'ice', u'cream', u'and', u'forget', u'the', u'art', u'con', u'.', 'STOP_SYMBOL']"
65.0,196.0,"but Jesus, they all ran toward me---","['START_SYMBOL', u'but', u'jesus', u',', u'they', u'all', u'ran', u'toward', u'me', u'--', u'-', 'STOP_SYMBOL']"
66.0,196.0,"the teacher, a rather blushing type, male,","['START_SYMBOL', u'the', u'teacher', u',', u'a', u'rather', u'blushing', u'type', u',', u'male', u',', 'STOP_SYMBOL']"
67.0,196.0,"probably a nice person, though, and all that,","['START_SYMBOL', u'probably', u'a', u'nice', u'person', u',', u'though', u',', u'and', u'all', u'that', u',', 'STOP_SYMBOL']"
68.0,196.0,but here they came,"['START_SYMBOL', u'but', u'here', u'they', u'came', 'STOP_SYMBOL']"
69.0,196.0,all running toward,"['START_SYMBOL', u'all', u'running', u'toward', 'STOP_SYMBOL']"
70.0,196.0,/me/ .,"['START_SYMBOL', u'/me/', u'.', 'STOP_SYMBOL']"
71.0,196.0,16 little girls between 5 and 9,"['START_SYMBOL', u'16', u'little', u'girls', u'between', u'5', u'and', u'9', 'STOP_SYMBOL']"
72.0,196.0,"and 12 little boys between 5 and 9,","['START_SYMBOL', u'and', u'12', u'little', u'boys', u'between', u'5', u'and', u'9', u',', 'STOP_SYMBOL']"
73.0,196.0,and the Art teacher blushing,"['START_SYMBOL', u'and', u'the', u'art', u'teacher', u'blushing', 'STOP_SYMBOL']"
74.0,196.0,running,"['START_SYMBOL', u'running', 'STOP_SYMBOL']"
75.0,196.0,and they have 2 or 3 large plastic balloons,"['START_SYMBOL', u'and', u'they', u'have', u'2', u'or', u'3', u'large', u'plastic', u'balloons', 'STOP_SYMBOL']"
76.0,196.0,scrawled with peace signs and colorful,"['START_SYMBOL', u'scrawled', u'with', u'peace', u'signs', u'and', u'colorful', 'STOP_SYMBOL']"
77.0,196.0,"designs, and I can't get out of the","['START_SYMBOL', u'designs', u',', u'and', u'i', u'ca', u""n't"", u'get', u'out', u'of', u'the', 'STOP_SYMBOL']"
78.0,196.0,"way. my little girl is in there somewhere,","['START_SYMBOL', u'way', u'.', u'my', u'little', u'girl', u'is', u'in', u'there', u'somewhere', u',', 'STOP_SYMBOL']"
79.0,196.0,"and I think, Jesus Christ, how phoney, how sickening.","['START_SYMBOL', u'and', u'i', u'think', u',', u'jesus', u'christ', u',', u'how', u'phoney', u',', u'how', u'sickening', u'.', 'STOP_SYMBOL']"
80.0,196.0,how sickening the nice people are,"['START_SYMBOL', u'how', u'sickening', u'the', u'nice', u'people', u'are', 'STOP_SYMBOL']"
81.0,196.0,and,"['START_SYMBOL', u'and', 'STOP_SYMBOL']"
82.0,196.0,"it's all Art-shit, the trick,","['START_SYMBOL', u'it', u""'s"", u'all', u'art-shit', u',', u'the', u'trick', u',', 'STOP_SYMBOL']"
83.0,196.0,everybody loads their trick on somebody else,"['START_SYMBOL', u'everybody', u'loads', u'their', u'trick', u'on', u'somebody', u'else', 'STOP_SYMBOL']"
84.0,196.0,and then they let their helium-filled balloons fly,"['START_SYMBOL', u'and', u'then', u'they', u'let', u'their', u'helium-filled', u'balloons', u'fly', 'STOP_SYMBOL']"
85.0,196.0,into the sky,"['START_SYMBOL', u'into', u'the', u'sky', 'STOP_SYMBOL']"
86.0,196.0,"and my little girl said,","['START_SYMBOL', u'and', u'my', u'little', u'girl', u'said', u',', 'STOP_SYMBOL']"
87.0,196.0,"""Hank, Hank, come here and watch!""","['START_SYMBOL', u'``', u'hank', u',', u'hank', u',', u'come', u'here', u'and', u'watch', u'!', u""''"", 'STOP_SYMBOL']"
88.0,196.0,so I went there and watched,"['START_SYMBOL', u'so', u'i', u'went', u'there', u'and', u'watched', 'STOP_SYMBOL']"
89.0,196.0,"and the Art teacher said,","['START_SYMBOL', u'and', u'the', u'art', u'teacher', u'said', u',', 'STOP_SYMBOL']"
90.0,196.0,"""What's going to happen to them?","['START_SYMBOL', u'``', u'what', u""'s"", u'going', u'to', u'happen', u'to', u'them', u'?', 'STOP_SYMBOL']"
91.0,196.0,"Tell me, what's going to happen to them?""","['START_SYMBOL', u'tell', u'me', u',', u'what', u""'s"", u'going', u'to', u'happen', u'to', u'them', u'?', u""''"", 'STOP_SYMBOL']"
92.0,196.0,and he blushed,"['START_SYMBOL', u'and', u'he', u'blushed', 'STOP_SYMBOL']"
93.0,196.0,and he was thinking of the 2 or 3,"['START_SYMBOL', u'and', u'he', u'was', u'thinking', u'of', u'the', u'2', u'or', u'3', 'STOP_SYMBOL']"
94.0,196.0,helium-filled balloons,"['START_SYMBOL', u'helium-filled', u'balloons', 'STOP_SYMBOL']"
95.0,196.0,with their peace signs,"['START_SYMBOL', u'with', u'their', u'peace', u'signs', 'STOP_SYMBOL']"
96.0,196.0,and I was thinking about the 16 little girls,"['START_SYMBOL', u'and', u'i', u'was', u'thinking', u'about', u'the', u'16', u'little', u'girls', 'STOP_SYMBOL']"
97.0,196.0,between 5 and 9,"['START_SYMBOL', u'between', u'5', u'and', u'9', 'STOP_SYMBOL']"
98.0,196.0,"and 12 little boys between 5 and 9,","['START_SYMBOL', u'and', u'12', u'little', u'boys', u'between', u'5', u'and', u'9', u',', 'STOP_SYMBOL']"
99.0,196.0,and I took my kid's hand,"['START_SYMBOL', u'and', u'i', u'took', u'my', u'kid', u""'s"", u'hand', 'STOP_SYMBOL']"
100.0,196.0,and I limped down the long stairway with her,"['START_SYMBOL', u'and', u'i', u'limped', u'down', u'the', u'long', u'stairway', u'with', u'her', 'STOP_SYMBOL']"
101.0,196.0,"(I had re-smashed the toe) and she said,","['START_SYMBOL', u'(', u'i', u'had', u're-smashed', u'the', u'toe', u')', u'and', u'she', u'said', u',', 'STOP_SYMBOL']"
102.0,196.0,"thinking about the balloons, ""it's kind of sad.""","['START_SYMBOL', u'thinking', u'about', u'the', u'balloons', u',', u'``', u'it', u""'s"", u'kind', u'of', u'sad', u'.', u""''"", 'STOP_SYMBOL']"
103.0,196.0,"and I said, ""Yes, it is,"" then we found my blue 1962","['START_SYMBOL', u'and', u'i', u'said', u',', u'``', u'yes', u',', u'it', u'is', u',', u""''"", u'then', u'we', u'found', u'my', u'blue', u'1962', 'STOP_SYMBOL']"
104.0,196.0,"Comet. we got in together, it started,","['START_SYMBOL', u'comet', u'.', u'we', u'got', u'in', u'together', u',', u'it', u'started', u',', 'STOP_SYMBOL']"
105.0,196.0,and we turned left and drove down Hollywood Boulevard,"['START_SYMBOL', u'and', u'we', u'turned', u'left', u'and', u'drove', u'down', u'hollywood', u'boulevard', 'STOP_SYMBOL']"
106.0,196.0,"past a carwash. ""Look,"" she said, ""all those men in those","['START_SYMBOL', u'past', u'a', u'carwash', u'.', u'``', u'look', u',', u""''"", u'she', u'said', u',', u'``', u'all', u'those', u'men', u'in', u'those', 'STOP_SYMBOL']"
107.0,196.0,orange overalls rubbing those cars with rags. why do,"['START_SYMBOL', u'orange', u'overalls', u'rubbing', u'those', u'cars', u'with', u'rags', u'.', u'why', u'do', 'STOP_SYMBOL']"
108.0,196.0,"they do that?""","['START_SYMBOL', u'they', u'do', u'that', u'?', u""''"", 'STOP_SYMBOL']"
109.0,196.0,"""that's so they can stay alive,"" I told","['START_SYMBOL', u'``', u'that', u""'s"", u'so', u'they', u'can', u'stay', u'alive', u',', u""''"", u'i', u'told', 'STOP_SYMBOL']"
110.0,196.0,her.,"['START_SYMBOL', u'her', u'.', 'STOP_SYMBOL']"
111.0,196.0,"""that's sad too,"" she said.","['START_SYMBOL', u'``', u'that', u""'s"", u'sad', u'too', u',', u""''"", u'she', u'said', u'.', 'STOP_SYMBOL']"
112.0,196.0,"that's right, it was sad, it was their","['START_SYMBOL', u'that', u""'s"", u'right', u',', u'it', u'was', u'sad', u',', u'it', u'was', u'their', 'STOP_SYMBOL']"
113.0,196.0,"Art, with very little blushing,","['START_SYMBOL', u'art', u',', u'with', u'very', u'little', u'blushing', u',', 'STOP_SYMBOL']"
114.0,196.0,just work and wait and work and wait,"['START_SYMBOL', u'just', u'work', u'and', u'wait', u'and', u'work', u'and', u'wait', 'STOP_SYMBOL']"
115.0,196.0,as the sun is wasted,"['START_SYMBOL', u'as', u'the', u'sun', u'is', u'wasted', 'STOP_SYMBOL']"
116.0,196.0,as they are wasted.,"['START_SYMBOL', u'as', u'they', u'are', u'wasted', u'.', 'STOP_SYMBOL']"
117.0,196.0,when we got to my place,"['START_SYMBOL', u'when', u'we', u'got', u'to', u'my', u'place', 'STOP_SYMBOL']"
118.0,196.0,she showed me her paintings and I said,"['START_SYMBOL', u'she', u'showed', u'me', u'her', u'paintings', u'and', u'i', u'said', 'STOP_SYMBOL']"
119.0,196.0,"""very nice, can I have this one?""","['START_SYMBOL', u'``', u'very', u'nice', u',', u'can', u'i', u'have', u'this', u'one', u'?', u""''"", 'STOP_SYMBOL']"
120.0,196.0,"and she said, ""sure.""","['START_SYMBOL', u'and', u'she', u'said', u',', u'``', u'sure', u'.', u""''"", 'STOP_SYMBOL']"
121.0,196.0,I hung it on the wall.,"['START_SYMBOL', u'i', u'hung', u'it', u'on', u'the', u'wall', u'.', 'STOP_SYMBOL']"
122.0,196.0,it's looking at me now.,"['START_SYMBOL', u'it', u""'s"", u'looking', u'at', u'me', u'now', u'.', 'STOP_SYMBOL']"
123.0,196.0,it's a girl's face done all in red,"['START_SYMBOL', u'it', u""'s"", u'a', u'girl', u""'s"", u'face', u'done', u'all', u'in', u'red', 'STOP_SYMBOL']"
124.0,196.0,and the mouth is speaking. it says,"['START_SYMBOL', u'and', u'the', u'mouth', u'is', u'speaking', u'.', u'it', u'says', 'STOP_SYMBOL']"
125.0,196.0,"""o.k.,"" then it says","['START_SYMBOL', u'``', u'o.k.', u',', u""''"", u'then', u'it', u'says', 'STOP_SYMBOL']"
126.0,196.0,"""no.""","['START_SYMBOL', u'``', u'no', u'.', u""''"", 'STOP_SYMBOL']"
127.0,196.0,"/that's/ Art---Batman, Robin or","['START_SYMBOL', u""/that's/"", u'art', u'--', u'-batman', u',', u'robin', u'or', 'STOP_SYMBOL']"
128.0,196.0,Plato couldn't have said it any,"['START_SYMBOL', u'plato', u'could', u""n't"", u'have', u'said', u'it', u'any', 'STOP_SYMBOL']"
129.0,196.0,better.,"['START_SYMBOL', u'better', u'.', 'STOP_SYMBOL']"
1.0,197.0,I was to give a poetry reading,"['START_SYMBOL', u'i', u'was', u'to', u'give', u'a', u'poetry', u'reading', 'STOP_SYMBOL']"
2.0,197.0,at a Venice coffeehouse,"['START_SYMBOL', u'at', u'a', u'venice', u'coffeehouse', 'STOP_SYMBOL']"
3.0,197.0,but we got there early,"['START_SYMBOL', u'but', u'we', u'got', u'there', u'early', 'STOP_SYMBOL']"
4.0,197.0,"so I told the woman,","['START_SYMBOL', u'so', u'i', u'told', u'the', u'woman', u',', 'STOP_SYMBOL']"
5.0,197.0,let's walk down by the sea,"['START_SYMBOL', u'let', u""'s"", u'walk', u'down', u'by', u'the', u'sea', 'STOP_SYMBOL']"
6.0,197.0,"and I can drink a beer,","['START_SYMBOL', u'and', u'i', u'can', u'drink', u'a', u'beer', u',', 'STOP_SYMBOL']"
7.0,197.0,so we walked down through the sand,"['START_SYMBOL', u'so', u'we', u'walked', u'down', u'through', u'the', u'sand', 'STOP_SYMBOL']"
8.0,197.0,and there were some men there fishing,"['START_SYMBOL', u'and', u'there', u'were', u'some', u'men', u'there', u'fishing', 'STOP_SYMBOL']"
9.0,197.0,and I faced the ocean,"['START_SYMBOL', u'and', u'i', u'faced', u'the', u'ocean', 'STOP_SYMBOL']"
10.0,197.0,and had a good drink,"['START_SYMBOL', u'and', u'had', u'a', u'good', u'drink', 'STOP_SYMBOL']"
11.0,197.0,"and then I said,","['START_SYMBOL', u'and', u'then', u'i', u'said', u',', 'STOP_SYMBOL']"
12.0,197.0,let's go back and walk along the boardwalk,"['START_SYMBOL', u'let', u""'s"", u'go', u'back', u'and', u'walk', u'along', u'the', u'boardwalk', 'STOP_SYMBOL']"
13.0,197.0,and we walked east,"['START_SYMBOL', u'and', u'we', u'walked', u'east', 'STOP_SYMBOL']"
14.0,197.0,and then I noticed a man standing alone,"['START_SYMBOL', u'and', u'then', u'i', u'noticed', u'a', u'man', u'standing', u'alone', 'STOP_SYMBOL']"
15.0,197.0,with his back to the sea.,"['START_SYMBOL', u'with', u'his', u'back', u'to', u'the', u'sea', u'.', 'STOP_SYMBOL']"
16.0,197.0,"and he lifted a horn,","['START_SYMBOL', u'and', u'he', u'lifted', u'a', u'horn', u',', 'STOP_SYMBOL']"
17.0,197.0,"played a quiet and brief melody, and","['START_SYMBOL', u'played', u'a', u'quiet', u'and', u'brief', u'melody', u',', u'and', 'STOP_SYMBOL']"
18.0,197.0,stopped.,"['START_SYMBOL', u'stopped', u'.', 'STOP_SYMBOL']"
19.0,197.0,then he simply stood there,"['START_SYMBOL', u'then', u'he', u'simply', u'stood', u'there', 'STOP_SYMBOL']"
20.0,197.0,with his back to the sea.,"['START_SYMBOL', u'with', u'his', u'back', u'to', u'the', u'sea', u'.', 'STOP_SYMBOL']"
21.0,197.0,I had another drink,"['START_SYMBOL', u'i', u'had', u'another', u'drink', 'STOP_SYMBOL']"
22.0,197.0,and we walked on.,"['START_SYMBOL', u'and', u'we', u'walked', u'on', u'.', 'STOP_SYMBOL']"
23.0,197.0,"then, on the way back,","['START_SYMBOL', u'then', u',', u'on', u'the', u'way', u'back', u',', 'STOP_SYMBOL']"
24.0,197.0,he was still there,"['START_SYMBOL', u'he', u'was', u'still', u'there', 'STOP_SYMBOL']"
25.0,197.0,and he lifted the horn again,"['START_SYMBOL', u'and', u'he', u'lifted', u'the', u'horn', u'again', 'STOP_SYMBOL']"
26.0,197.0,and played the same,"['START_SYMBOL', u'and', u'played', u'the', u'same', 'STOP_SYMBOL']"
27.0,197.0,"quiet, sad melody, finished,","['START_SYMBOL', u'quiet', u',', u'sad', u'melody', u',', u'finished', u',', 'STOP_SYMBOL']"
28.0,197.0,"and holding the horn down at his side,","['START_SYMBOL', u'and', u'holding', u'the', u'horn', u'down', u'at', u'his', u'side', u',', 'STOP_SYMBOL']"
29.0,197.0,he stood there.,"['START_SYMBOL', u'he', u'stood', u'there', u'.', 'STOP_SYMBOL']"
30.0,197.0,it was hot in the coffeehouse,"['START_SYMBOL', u'it', u'was', u'hot', u'in', u'the', u'coffeehouse', 'STOP_SYMBOL']"
31.0,197.0,and I threw my stuff at them,"['START_SYMBOL', u'and', u'i', u'threw', u'my', u'stuff', u'at', u'them', 'STOP_SYMBOL']"
32.0,197.0,and got away with,"['START_SYMBOL', u'and', u'got', u'away', u'with', 'STOP_SYMBOL']"
33.0,197.0,"it, climbed down","['START_SYMBOL', u'it', u',', u'climbed', u'down', 'STOP_SYMBOL']"
34.0,197.0,and then we were back in the car,"['START_SYMBOL', u'and', u'then', u'we', u'were', u'back', u'in', u'the', u'car', 'STOP_SYMBOL']"
35.0,197.0,driving toward my,"['START_SYMBOL', u'driving', u'toward', u'my', 'STOP_SYMBOL']"
36.0,197.0,"place. ""you read well,"" she said.","['START_SYMBOL', u'place', u'.', u'``', u'you', u'read', u'well', u',', u""''"", u'she', u'said', u'.', 'STOP_SYMBOL']"
37.0,197.0,"""yeah,"" I said, ""thanks.""","['START_SYMBOL', u'``', u'yeah', u',', u""''"", u'i', u'said', u',', u'``', u'thanks', u'.', u""''"", 'STOP_SYMBOL']"
38.0,197.0,"but for me, the horn player had won the night,","['START_SYMBOL', u'but', u'for', u'me', u',', u'the', u'horn', u'player', u'had', u'won', u'the', u'night', u',', 'STOP_SYMBOL']"
39.0,197.0,"and I felt the roll of bills in my pocket,","['START_SYMBOL', u'and', u'i', u'felt', u'the', u'roll', u'of', u'bills', u'in', u'my', u'pocket', u',', 'STOP_SYMBOL']"
40.0,197.0,"the payoff, and","['START_SYMBOL', u'the', u'payoff', u',', u'and', 'STOP_SYMBOL']"
41.0,197.0,I knew that night I had met a better man,"['START_SYMBOL', u'i', u'knew', u'that', u'night', u'i', u'had', u'met', u'a', u'better', u'man', 'STOP_SYMBOL']"
42.0,197.0,and the better man had,"['START_SYMBOL', u'and', u'the', u'better', u'man', u'had', 'STOP_SYMBOL']"
43.0,197.0,"won, and that was as it should","['START_SYMBOL', u'won', u',', u'and', u'that', u'was', u'as', u'it', u'should', 'STOP_SYMBOL']"
44.0,197.0,have been. but only the two of us,"['START_SYMBOL', u'have', u'been', u'.', u'but', u'only', u'the', u'two', u'of', u'us', 'STOP_SYMBOL']"
45.0,197.0,knew it.,"['START_SYMBOL', u'knew', u'it', u'.', 'STOP_SYMBOL']"
1.0,198.0,he came over with a turban tied around his,"['START_SYMBOL', u'he', u'came', u'over', u'with', u'a', u'turban', u'tied', u'around', u'his', 'STOP_SYMBOL']"
2.0,198.0,"head, and the long end of that turban","['START_SYMBOL', u'head', u',', u'and', u'the', u'long', u'end', u'of', u'that', u'turban', 'STOP_SYMBOL']"
3.0,198.0,dangled down by his side,"['START_SYMBOL', u'dangled', u'down', u'by', u'his', u'side', 'STOP_SYMBOL']"
4.0,198.0,like a bell-cord.,"['START_SYMBOL', u'like', u'a', u'bell-cord', u'.', 'STOP_SYMBOL']"
5.0,198.0,it often got in his way,"['START_SYMBOL', u'it', u'often', u'got', u'in', u'his', u'way', 'STOP_SYMBOL']"
6.0,198.0,as he tried to light a cigarette,"['START_SYMBOL', u'as', u'he', u'tried', u'to', u'light', u'a', u'cigarette', 'STOP_SYMBOL']"
7.0,198.0,or lift his drink.,"['START_SYMBOL', u'or', u'lift', u'his', u'drink', u'.', 'STOP_SYMBOL']"
8.0,198.0,his girlfriend was dressed in a,"['START_SYMBOL', u'his', u'girlfriend', u'was', u'dressed', u'in', u'a', 'STOP_SYMBOL']"
9.0,198.0,fur outfit,"['START_SYMBOL', u'fur', u'outfit', 'STOP_SYMBOL']"
10.0,198.0,that came down and covered her,"['START_SYMBOL', u'that', u'came', u'down', u'and', u'covered', u'her', 'STOP_SYMBOL']"
11.0,198.0,feet.,"['START_SYMBOL', u'feet', u'.', 'STOP_SYMBOL']"
12.0,198.0,her eyes were large and nice,"['START_SYMBOL', u'her', u'eyes', u'were', u'large', u'and', u'nice', 'STOP_SYMBOL']"
13.0,198.0,and seemed always near,"['START_SYMBOL', u'and', u'seemed', u'always', u'near', 'STOP_SYMBOL']"
14.0,198.0,tears.,"['START_SYMBOL', u'tears', u'.', 'STOP_SYMBOL']"
15.0,198.0,but she was,"['START_SYMBOL', u'but', u'she', u'was', 'STOP_SYMBOL']"
16.0,198.0,quiet.,"['START_SYMBOL', u'quiet', u'.', 'STOP_SYMBOL']"
17.0,198.0,he was'nt.,"['START_SYMBOL', u'he', u""was'nt"", u'.', 'STOP_SYMBOL']"
18.0,198.0,he jumped up often,"['START_SYMBOL', u'he', u'jumped', u'up', u'often', 'STOP_SYMBOL']"
19.0,198.0,spilling his drink on his,"['START_SYMBOL', u'spilling', u'his', u'drink', u'on', u'his', 'STOP_SYMBOL']"
20.0,198.0,flowered shirt,"['START_SYMBOL', u'flowered', u'shirt', 'STOP_SYMBOL']"
21.0,198.0,he was six-feet-four and,"['START_SYMBOL', u'he', u'was', u'six-feet-four', u'and', 'STOP_SYMBOL']"
22.0,198.0,worse than a bore.,"['START_SYMBOL', u'worse', u'than', u'a', u'bore', u'.', 'STOP_SYMBOL']"
23.0,198.0,it was at my place,"['START_SYMBOL', u'it', u'was', u'at', u'my', u'place', 'STOP_SYMBOL']"
24.0,198.0,and there were others,"['START_SYMBOL', u'and', u'there', u'were', u'others', 'STOP_SYMBOL']"
25.0,198.0,there.,"['START_SYMBOL', u'there', u'.', 'STOP_SYMBOL']"
26.0,198.0,I grabbed him by his belt and,"['START_SYMBOL', u'i', u'grabbed', u'him', u'by', u'his', u'belt', u'and', 'STOP_SYMBOL']"
27.0,198.0,pulled him to one side and,"['START_SYMBOL', u'pulled', u'him', u'to', u'one', u'side', u'and', 'STOP_SYMBOL']"
28.0,198.0,"said, ""what the fuck are you","['START_SYMBOL', u'said', u',', u'``', u'what', u'the', u'fuck', u'are', u'you', 'STOP_SYMBOL']"
29.0,198.0,"/on/ ? I mean, buddy, you're","['START_SYMBOL', u'/on/', u'?', u'i', u'mean', u',', u'buddy', u',', u'you', u""'re"", 'STOP_SYMBOL']"
30.0,198.0,driving everybody /crazy/ ! do I,"['START_SYMBOL', u'driving', u'everybody', u'/crazy/', u'!', u'do', u'i', 'STOP_SYMBOL']"
31.0,198.0,have to kick your /ass/ just to,"['START_SYMBOL', u'have', u'to', u'kick', u'your', u'/ass/', u'just', u'to', 'STOP_SYMBOL']"
32.0,198.0,get a modicum of,"['START_SYMBOL', u'get', u'a', u'modicum', u'of', 'STOP_SYMBOL']"
33.0,198.0,"/silence/ ?""","['START_SYMBOL', u'/silence/', u'?', u""''"", 'STOP_SYMBOL']"
34.0,198.0,he just went on,"['START_SYMBOL', u'he', u'just', u'went', u'on', 'STOP_SYMBOL']"
35.0,198.0,talking.,"['START_SYMBOL', u'talking', u'.', 'STOP_SYMBOL']"
36.0,198.0,I went back and sat down.,"['START_SYMBOL', u'i', u'went', u'back', u'and', u'sat', u'down', u'.', 'STOP_SYMBOL']"
37.0,198.0,he followed and sat down,"['START_SYMBOL', u'he', u'followed', u'and', u'sat', u'down', 'STOP_SYMBOL']"
38.0,198.0,next to me.,"['START_SYMBOL', u'next', u'to', u'me', u'.', 'STOP_SYMBOL']"
39.0,198.0,he was a computer engineer.,"['START_SYMBOL', u'he', u'was', u'a', u'computer', u'engineer', u'.', 'STOP_SYMBOL']"
40.0,198.0,he and the girl in the,"['START_SYMBOL', u'he', u'and', u'the', u'girl', u'in', u'the', 'STOP_SYMBOL']"
41.0,198.0,fur outfit were going to,"['START_SYMBOL', u'fur', u'outfit', u'were', u'going', u'to', 'STOP_SYMBOL']"
42.0,198.0,be married.,"['START_SYMBOL', u'be', u'married', u'.', 'STOP_SYMBOL']"
43.0,198.0,I knew I'd never go,"['START_SYMBOL', u'i', u'knew', u'i', u""'d"", u'never', u'go', 'STOP_SYMBOL']"
44.0,198.0,to that wedding.,"['START_SYMBOL', u'to', u'that', u'wedding', u'.', 'STOP_SYMBOL']"
45.0,198.0,there was a fellow sitting on the floor,"['START_SYMBOL', u'there', u'was', u'a', u'fellow', u'sitting', u'on', u'the', u'floor', 'STOP_SYMBOL']"
46.0,198.0,across from the coffee table,"['START_SYMBOL', u'across', u'from', u'the', u'coffee', u'table', 'STOP_SYMBOL']"
47.0,198.0,who told really,"['START_SYMBOL', u'who', u'told', u'really', 'STOP_SYMBOL']"
48.0,198.0,interesting and funny stories,"['START_SYMBOL', u'interesting', u'and', u'funny', u'stories', 'STOP_SYMBOL']"
49.0,198.0,but all any of us could hear was,"['START_SYMBOL', u'but', u'all', u'any', u'of', u'us', u'could', u'hear', u'was', 'STOP_SYMBOL']"
50.0,198.0,the computer engineer.,"['START_SYMBOL', u'the', u'computer', u'engineer', u'.', 'STOP_SYMBOL']"
51.0,198.0,after a while,"['START_SYMBOL', u'after', u'a', u'while', 'STOP_SYMBOL']"
52.0,198.0,we gave up and just,"['START_SYMBOL', u'we', u'gave', u'up', u'and', u'just', 'STOP_SYMBOL']"
53.0,198.0,listened,"['START_SYMBOL', u'listened', 'STOP_SYMBOL']"
54.0,198.0,although nobody could understand,"['START_SYMBOL', u'although', u'nobody', u'could', u'understand', 'STOP_SYMBOL']"
55.0,198.0,much of what he was saying ....,"['START_SYMBOL', u'much', u'of', u'what', u'he', u'was', u'saying', u'...', u'.', 'STOP_SYMBOL']"
56.0,198.0,the computer engineer and his,"['START_SYMBOL', u'the', u'computer', u'engineer', u'and', u'his', 'STOP_SYMBOL']"
57.0,198.0,girl,"['START_SYMBOL', u'girl', 'STOP_SYMBOL']"
58.0,198.0,were friends of the lady,"['START_SYMBOL', u'were', u'friends', u'of', u'the', u'lady', 'STOP_SYMBOL']"
59.0,198.0,I lived with,"['START_SYMBOL', u'i', u'lived', u'with', 'STOP_SYMBOL']"
60.0,198.0,and since my lady,"['START_SYMBOL', u'and', u'since', u'my', u'lady', 'STOP_SYMBOL']"
61.0,198.0,liked to say that,"['START_SYMBOL', u'liked', u'to', u'say', u'that', 'STOP_SYMBOL']"
62.0,198.0,I treated her friends,"['START_SYMBOL', u'i', u'treated', u'her', u'friends', 'STOP_SYMBOL']"
63.0,198.0,badly,"['START_SYMBOL', u'badly', 'STOP_SYMBOL']"
64.0,198.0,I just sat there and drank,"['START_SYMBOL', u'i', u'just', u'sat', u'there', u'and', u'drank', 'STOP_SYMBOL']"
