line,poem,text,tokens
38.0,147.0,they both walked around back.,"[u'start_symbol', u'they', u'both', u'walked', u'around', u'back', u'.', u'stop_symbol']"
39.0,147.0,"""this door here?""","[u'start_symbol', u'``', u'this', u'door', u'here', u'?', u""''"", u'stop_symbol']"
40.0,147.0,"""no, no, that's my back door. look go up those steps behind","[u'start_symbol', u'``', u'no', u',', u'no', u',', u'that', u""'s"", u'my', u'back', u'door', u'.', u'look', u'go', u'up', u'those', u'steps', u'behind', u'stop_symbol']"
41.0,147.0,"you there. it's the door to the east, the one with the mailbox","[u'start_symbol', u'you', u'there', u'.', u'it', u""'s"", u'the', u'door', u'to', u'the', u'east', u',', u'the', u'one', u'with', u'the', u'mailbox', u'stop_symbol']"
42.0,147.0,"hanging loose.""","[u'start_symbol', u'hanging', u'loose', u'.', u""''"", u'stop_symbol']"
43.0,147.0,they went up and banged on the door. I watched them take her,"[u'start_symbol', u'they', u'went', u'up', u'and', u'banged', u'on', u'the', u'door', u'.', u'i', u'watched', u'them', u'take', u'her', u'stop_symbol']"
44.0,147.0,away. they didn't use the stretcher. she walked between them.,"[u'start_symbol', u'away', u'.', u'they', u'did', u""n't"", u'use', u'the', u'stretcher', u'.', u'she', u'walked', u'between', u'them', u'.', u'stop_symbol']"
45.0,147.0,and the thought occurred to me that they were taking the wrong,"[u'start_symbol', u'and', u'the', u'thought', u'occurred', u'to', u'me', u'that', u'they', u'were', u'taking', u'the', u'wrong', u'stop_symbol']"
46.0,147.0,one but I wasn't sure.,"[u'start_symbol', u'one', u'but', u'i', u'was', u""n't"", u'sure', u'.', u'stop_symbol']"
1.0,148.0,I went with two ladies,"[u'start_symbol', u'i', u'went', u'with', u'two', u'ladies', u'stop_symbol']"
2.0,148.0,down to Venice,"[u'start_symbol', u'down', u'to', u'venice', u'stop_symbol']"
3.0,148.0,to look for antique furniture.,"[u'start_symbol', u'to', u'look', u'for', u'antique', u'furniture', u'.', u'stop_symbol']"
4.0,148.0,I parked in back of the store,"[u'start_symbol', u'i', u'parked', u'in', u'back', u'of', u'the', u'store', u'stop_symbol']"
5.0,148.0,and went in with them.,"[u'start_symbol', u'and', u'went', u'in', u'with', u'them', u'.', u'stop_symbol']"
6.0,148.0,"$125 for a clock, $700 for 6 chairs.","[u'start_symbol', u'$', u'125', u'for', u'a', u'clock', u',', u'$', u'700', u'for', u'6', u'chairs', u'.', u'stop_symbol']"
7.0,148.0,I stopped looking.,"[u'start_symbol', u'i', u'stopped', u'looking', u'.', u'stop_symbol']"
8.0,148.0,the ladies moved around,"[u'start_symbol', u'the', u'ladies', u'moved', u'around', u'stop_symbol']"
9.0,148.0,looking at everything.,"[u'start_symbol', u'looking', u'at', u'everything', u'.', u'stop_symbol']"
10.0,148.0,the ladies had class.,"[u'start_symbol', u'the', u'ladies', u'had', u'class', u'.', u'stop_symbol']"
11.0,148.0,I waved goodbye to one of the ladies,"[u'start_symbol', u'i', u'waved', u'goodbye', u'to', u'one', u'of', u'the', u'ladies', u'stop_symbol']"
12.0,148.0,and walked out.,"[u'start_symbol', u'and', u'walked', u'out', u'.', u'stop_symbol']"
13.0,148.0,it was Sunday and the bar,"[u'start_symbol', u'it', u'was', u'sunday', u'and', u'the', u'bar', u'stop_symbol']"
14.0,148.0,"wasn't much better,","[u'start_symbol', u'was', u""n't"", u'much', u'better', u',', u'stop_symbol']"
15.0,148.0,everybody was nervous and young,"[u'start_symbol', u'everybody', u'was', u'nervous', u'and', u'young', u'stop_symbol']"
16.0,148.0,and blonde and pale.,"[u'start_symbol', u'and', u'blonde', u'and', u'pale', u'.', u'stop_symbol']"
17.0,148.0,"I finished my drink, got 4 beers","[u'start_symbol', u'i', u'finished', u'my', u'drink', u',', u'got', u'4', u'beers', u'stop_symbol']"
18.0,148.0,at the liquor store,"[u'start_symbol', u'at', u'the', u'liquor', u'store', u'stop_symbol']"
19.0,148.0,and sat in my car drinking them.,"[u'start_symbol', u'and', u'sat', u'in', u'my', u'car', u'drinking', u'them', u'.', u'stop_symbol']"
20.0,148.0,finishing the 4th beer,"[u'start_symbol', u'finishing', u'the', u'4th', u'beer', u'stop_symbol']"
21.0,148.0,the ladies came out.,"[u'start_symbol', u'the', u'ladies', u'came', u'out', u'.', u'stop_symbol']"
22.0,148.0,they asked me if I was all right.,"[u'start_symbol', u'they', u'asked', u'me', u'if', u'i', u'was', u'all', u'right', u'.', u'stop_symbol']"
23.0,148.0,I told them that every experience,"[u'start_symbol', u'i', u'told', u'them', u'that', u'every', u'experience', u'stop_symbol']"
24.0,148.0,meant something,"[u'start_symbol', u'meant', u'something', u'stop_symbol']"
25.0,148.0,and that they had pulled me out of,"[u'start_symbol', u'and', u'that', u'they', u'had', u'pulled', u'me', u'out', u'of', u'stop_symbol']"
26.0,148.0,my usual murky,"[u'start_symbol', u'my', u'usual', u'murky', u'stop_symbol']"
27.0,148.0,current.,"[u'start_symbol', u'current', u'.', u'stop_symbol']"
28.0,148.0,the one I knew best had bought a table,"[u'start_symbol', u'the', u'one', u'i', u'knew', u'best', u'had', u'bought', u'a', u'table', u'stop_symbol']"
29.0,148.0,with a marble top for $100.,"[u'start_symbol', u'with', u'a', u'marble', u'top', u'for', u'$', u'100', u'.', u'stop_symbol']"
30.0,148.0,she owned her own business and was a,"[u'start_symbol', u'she', u'owned', u'her', u'own', u'business', u'and', u'was', u'a', u'stop_symbol']"
31.0,148.0,civilized person.,"[u'start_symbol', u'civilized', u'person', u'.', u'stop_symbol']"
32.0,148.0,she was civilized enough to know a neighbor,"[u'start_symbol', u'she', u'was', u'civilized', u'enough', u'to', u'know', u'a', u'neighbor', u'stop_symbol']"
33.0,148.0,who had a van,"[u'start_symbol', u'who', u'had', u'a', u'van', u'stop_symbol']"
34.0,148.0,and while I sat in her apartment drinking,"[u'start_symbol', u'and', u'while', u'i', u'sat', u'in', u'her', u'apartment', u'drinking', u'stop_symbol']"
35.0,148.0,1974 /Zeller Schwarze Katz/,"[u'start_symbol', u'1974', u'/zeller', u'schwarze', u'katz/', u'stop_symbol']"
36.0,148.0,they went down and got the table.,"[u'start_symbol', u'they', u'went', u'down', u'and', u'got', u'the', u'table', u'.', u'stop_symbol']"
37.0,148.0,later she wanted to know what I thought about,"[u'start_symbol', u'later', u'she', u'wanted', u'to', u'know', u'what', u'i', u'thought', u'about', u'stop_symbol']"
38.0,148.0,"the table and I said I thought it was all right,","[u'start_symbol', u'the', u'table', u'and', u'i', u'said', u'i', u'thought', u'it', u'was', u'all', u'right', u',', u'stop_symbol']"
39.0,148.0,sometimes I lost one hundred dollars at the,"[u'start_symbol', u'sometimes', u'i', u'lost', u'one', u'hundred', u'dollars', u'at', u'the', u'stop_symbol']"
40.0,148.0,racetrack. we watched tv in bed and later,"[u'start_symbol', u'racetrack', u'.', u'we', u'watched', u'tv', u'in', u'bed', u'and', u'later', u'stop_symbol']"
41.0,148.0,that night I couldn't come. I think it was,"[u'start_symbol', u'that', u'night', u'i', u'could', u""n't"", u'come', u'.', u'i', u'think', u'it', u'was', u'stop_symbol']"
42.0,148.0,because I was thinking about that marble table.,"[u'start_symbol', u'because', u'i', u'was', u'thinking', u'about', u'that', u'marble', u'table', u'.', u'stop_symbol']"
43.0,148.0,I'm sure it was. I don't have any antique marble,"[u'start_symbol', u'i', u""'m"", u'sure', u'it', u'was', u'.', u'i', u'do', u""n't"", u'have', u'any', u'antique', u'marble', u'stop_symbol']"
44.0,148.0,"tables at my place, I almost never have any sex trouble at","[u'start_symbol', u'tables', u'at', u'my', u'place', u',', u'i', u'almost', u'never', u'have', u'any', u'sex', u'trouble', u'at', u'stop_symbol']"
45.0,148.0,my place. sometimes but,"[u'start_symbol', u'my', u'place', u'.', u'sometimes', u'but', u'stop_symbol']"
46.0,148.0,very seldom.,"[u'start_symbol', u'very', u'seldom', u'.', u'stop_symbol']"
47.0,148.0,I don't understand the whole antique,"[u'start_symbol', u'i', u'do', u""n't"", u'understand', u'the', u'whole', u'antique', u'stop_symbol']"
48.0,148.0,business,"[u'start_symbol', u'business', u'stop_symbol']"
49.0,148.0,I'm sure it's a giant,"[u'start_symbol', u'i', u""'m"", u'sure', u'it', u""'s"", u'a', u'giant', u'stop_symbol']"
50.0,148.0,con.,"[u'start_symbol', u'con', u'.', u'stop_symbol']"
1.0,149.0,I stop my car at the signal,"[u'start_symbol', u'i', u'stop', u'my', u'car', u'at', u'the', u'signal', u'stop_symbol']"
2.0,149.0,I see her walking past the graveyard---,"[u'start_symbol', u'i', u'see', u'her', u'walking', u'past', u'the', u'graveyard', u'--', u'-', u'stop_symbol']"
3.0,149.0,as she walks past the iron fence,"[u'start_symbol', u'as', u'she', u'walks', u'past', u'the', u'iron', u'fence', u'stop_symbol']"
4.0,149.0,I can see through the iron fence,"[u'start_symbol', u'i', u'can', u'see', u'through', u'the', u'iron', u'fence', u'stop_symbol']"
5.0,149.0,and I see the headstones,"[u'start_symbol', u'and', u'i', u'see', u'the', u'headstones', u'stop_symbol']"
6.0,149.0,and the green lawn.,"[u'start_symbol', u'and', u'the', u'green', u'lawn', u'.', u'stop_symbol']"
7.0,149.0,her body moves in front of the iron fence,"[u'start_symbol', u'her', u'body', u'moves', u'in', u'front', u'of', u'the', u'iron', u'fence', u'stop_symbol']"
8.0,149.0,the headstones do not move.,"[u'start_symbol', u'the', u'headstones', u'do', u'not', u'move', u'.', u'stop_symbol']"
9.0,149.0,"I think,","[u'start_symbol', u'i', u'think', u',', u'stop_symbol']"
10.0,149.0,doesn't anybody else see this?,"[u'start_symbol', u'does', u""n't"", u'anybody', u'else', u'see', u'this', u'?', u'stop_symbol']"
11.0,149.0,"I think,","[u'start_symbol', u'i', u'think', u',', u'stop_symbol']"
12.0,149.0,does she see those headstones?,"[u'start_symbol', u'does', u'she', u'see', u'those', u'headstones', u'?', u'stop_symbol']"
13.0,149.0,if she does,"[u'start_symbol', u'if', u'she', u'does', u'stop_symbol']"
14.0,149.0,she has wisdom that I don't have,"[u'start_symbol', u'she', u'has', u'wisdom', u'that', u'i', u'do', u""n't"", u'have', u'stop_symbol']"
15.0,149.0,for she appears to ignore them.,"[u'start_symbol', u'for', u'she', u'appears', u'to', u'ignore', u'them', u'.', u'stop_symbol']"
16.0,149.0,her body moving in its,"[u'start_symbol', u'her', u'body', u'moving', u'in', u'its', u'stop_symbol']"
17.0,149.0,magic fluid,"[u'start_symbol', u'magic', u'fluid', u'stop_symbol']"
18.0,149.0,and her long hair is lighted,"[u'start_symbol', u'and', u'her', u'long', u'hair', u'is', u'lighted', u'stop_symbol']"
19.0,149.0,by the 3 p.m. sun.,"[u'start_symbol', u'by', u'the', u'3', u'p.m.', u'sun', u'.', u'stop_symbol']"
20.0,149.0,the signal changes,"[u'start_symbol', u'the', u'signal', u'changes', u'stop_symbol']"
21.0,149.0,she crosses the street to the west,"[u'start_symbol', u'she', u'crosses', u'the', u'street', u'to', u'the', u'west', u'stop_symbol']"
22.0,149.0,I drive west.,"[u'start_symbol', u'i', u'drive', u'west', u'.', u'stop_symbol']"
23.0,149.0,I drive my car down to the ocean,"[u'start_symbol', u'i', u'drive', u'my', u'car', u'down', u'to', u'the', u'ocean', u'stop_symbol']"
24.0,149.0,get out,"[u'start_symbol', u'get', u'out', u'stop_symbol']"
25.0,149.0,and run up and down,"[u'start_symbol', u'and', u'run', u'up', u'and', u'down', u'stop_symbol']"
26.0,149.0,in front of the sea for 35 minutes,"[u'start_symbol', u'in', u'front', u'of', u'the', u'sea', u'for', u'35', u'minutes', u'stop_symbol']"
27.0,149.0,seeing people here and there,"[u'start_symbol', u'seeing', u'people', u'here', u'and', u'there', u'stop_symbol']"
28.0,149.0,with eyes and ears and toes,"[u'start_symbol', u'with', u'eyes', u'and', u'ears', u'and', u'toes', u'stop_symbol']"
29.0,149.0,and various other parts.,"[u'start_symbol', u'and', u'various', u'other', u'parts', u'.', u'stop_symbol']"
30.0,149.0,nobody seems to care.,"[u'start_symbol', u'nobody', u'seems', u'to', u'care', u'.', u'stop_symbol']"
1.0,150.0,I don't know how many bottles of beer,"[u'start_symbol', u'i', u'do', u""n't"", u'know', u'how', u'many', u'bottles', u'of', u'beer', u'stop_symbol']"
2.0,150.0,I have consumed while waiting for things,"[u'start_symbol', u'i', u'have', u'consumed', u'while', u'waiting', u'for', u'things', u'stop_symbol']"
3.0,150.0,to get better.,"[u'start_symbol', u'to', u'get', u'better', u'.', u'stop_symbol']"
4.0,150.0,I don't know how much wine and whiskey,"[u'start_symbol', u'i', u'do', u""n't"", u'know', u'how', u'much', u'wine', u'and', u'whiskey', u'stop_symbol']"
5.0,150.0,and beer,"[u'start_symbol', u'and', u'beer', u'stop_symbol']"
6.0,150.0,mostly beer,"[u'start_symbol', u'mostly', u'beer', u'stop_symbol']"
7.0,150.0,I have consumed after,"[u'start_symbol', u'i', u'have', u'consumed', u'after', u'stop_symbol']"
8.0,150.0,splits with women---,"[u'start_symbol', u'splits', u'with', u'women', u'--', u'-', u'stop_symbol']"
9.0,150.0,waiting for the phone to ring,"[u'start_symbol', u'waiting', u'for', u'the', u'phone', u'to', u'ring', u'stop_symbol']"
10.0,150.0,"waiting for the sound of footsteps,","[u'start_symbol', u'waiting', u'for', u'the', u'sound', u'of', u'footsteps', u',', u'stop_symbol']"
11.0,150.0,and the phone never rings,"[u'start_symbol', u'and', u'the', u'phone', u'never', u'rings', u'stop_symbol']"
12.0,150.0,until much later,"[u'start_symbol', u'until', u'much', u'later', u'stop_symbol']"
13.0,150.0,and the footsteps never arrive,"[u'start_symbol', u'and', u'the', u'footsteps', u'never', u'arrive', u'stop_symbol']"
14.0,150.0,until much later.,"[u'start_symbol', u'until', u'much', u'later', u'.', u'stop_symbol']"
15.0,150.0,when my stomach is coming up,"[u'start_symbol', u'when', u'my', u'stomach', u'is', u'coming', u'up', u'stop_symbol']"
16.0,150.0,out of my mouth,"[u'start_symbol', u'out', u'of', u'my', u'mouth', u'stop_symbol']"
17.0,150.0,they arrive as fresh as spring flowers:,"[u'start_symbol', u'they', u'arrive', u'as', u'fresh', u'as', u'spring', u'flowers', u':', u'stop_symbol']"
18.0,150.0,"""what the hell have you done to yourself?","[u'start_symbol', u'``', u'what', u'the', u'hell', u'have', u'you', u'done', u'to', u'yourself', u'?', u'stop_symbol']"
19.0,150.0,"it will be 3 days before you can fuck me!""","[u'start_symbol', u'it', u'will', u'be', u'3', u'days', u'before', u'you', u'can', u'fuck', u'me', u'!', u""''"", u'stop_symbol']"
20.0,150.0,the female is durable,"[u'start_symbol', u'the', u'female', u'is', u'durable', u'stop_symbol']"
21.0,150.0,she lives seven and one half years longer,"[u'start_symbol', u'she', u'lives', u'seven', u'and', u'one', u'half', u'years', u'longer', u'stop_symbol']"
22.0,150.0,"than the male, and she drinks very little beer","[u'start_symbol', u'than', u'the', u'male', u',', u'and', u'she', u'drinks', u'very', u'little', u'beer', u'stop_symbol']"
23.0,150.0,because she knows it's bad for the,"[u'start_symbol', u'because', u'she', u'knows', u'it', u""'s"", u'bad', u'for', u'the', u'stop_symbol']"
24.0,150.0,figure.,"[u'start_symbol', u'figure', u'.', u'stop_symbol']"
25.0,150.0,while we are going mad,"[u'start_symbol', u'while', u'we', u'are', u'going', u'mad', u'stop_symbol']"
26.0,150.0,they are out,"[u'start_symbol', u'they', u'are', u'out', u'stop_symbol']"
27.0,150.0,dancing and laughing,"[u'start_symbol', u'dancing', u'and', u'laughing', u'stop_symbol']"
28.0,150.0,with horny cowboys.,"[u'start_symbol', u'with', u'horny', u'cowboys', u'.', u'stop_symbol']"
29.0,150.0,"well, there's beer","[u'start_symbol', u'well', u',', u'there', u""'s"", u'beer', u'stop_symbol']"
30.0,150.0,sacks and sacks of empty beer bottles,"[u'start_symbol', u'sacks', u'and', u'sacks', u'of', u'empty', u'beer', u'bottles', u'stop_symbol']"
31.0,150.0,and when you pick one up,"[u'start_symbol', u'and', u'when', u'you', u'pick', u'one', u'up', u'stop_symbol']"
32.0,150.0,the bottles fall through the wet bottom,"[u'start_symbol', u'the', u'bottles', u'fall', u'through', u'the', u'wet', u'bottom', u'stop_symbol']"
33.0,150.0,of the paper sack,"[u'start_symbol', u'of', u'the', u'paper', u'sack', u'stop_symbol']"
34.0,150.0,rolling,"[u'start_symbol', u'rolling', u'stop_symbol']"
35.0,150.0,clanking,"[u'start_symbol', u'clanking', u'stop_symbol']"
36.0,150.0,spilling grey wet ash,"[u'start_symbol', u'spilling', u'grey', u'wet', u'ash', u'stop_symbol']"
37.0,150.0,"and stale beer,","[u'start_symbol', u'and', u'stale', u'beer', u',', u'stop_symbol']"
38.0,150.0,or the sacks fall over at 4 a.m.,"[u'start_symbol', u'or', u'the', u'sacks', u'fall', u'over', u'at', u'4', u'a.m.', u'stop_symbol']"
39.0,150.0,in the morning,"[u'start_symbol', u'in', u'the', u'morning', u'stop_symbol']"
40.0,150.0,making the only sound in your life.,"[u'start_symbol', u'making', u'the', u'only', u'sound', u'in', u'your', u'life', u'.', u'stop_symbol']"
41.0,150.0,beer,"[u'start_symbol', u'beer', u'stop_symbol']"
42.0,150.0,rivers and seas of beer,"[u'start_symbol', u'rivers', u'and', u'seas', u'of', u'beer', u'stop_symbol']"
43.0,150.0,beer beer beer,"[u'start_symbol', u'beer', u'beer', u'beer', u'stop_symbol']"
44.0,150.0,the radio singing love songs,"[u'start_symbol', u'the', u'radio', u'singing', u'love', u'songs', u'stop_symbol']"
45.0,150.0,as the phone remains silent,"[u'start_symbol', u'as', u'the', u'phone', u'remains', u'silent', u'stop_symbol']"
46.0,150.0,and the walls stand,"[u'start_symbol', u'and', u'the', u'walls', u'stand', u'stop_symbol']"
47.0,150.0,straight up and down,"[u'start_symbol', u'straight', u'up', u'and', u'down', u'stop_symbol']"
48.0,150.0,and beer is all there is.,"[u'start_symbol', u'and', u'beer', u'is', u'all', u'there', u'is', u'.', u'stop_symbol']"
1.0,151.0,all of a sudden I'm a painter.,"[u'start_symbol', u'all', u'of', u'a', u'sudden', u'i', u""'m"", u'a', u'painter', u'.', u'stop_symbol']"
2.0,151.0,a girl from Galveston gives me,"[u'start_symbol', u'a', u'girl', u'from', u'galveston', u'gives', u'me', u'stop_symbol']"
3.0,151.0,$50 for a painting of a man,"[u'start_symbol', u'$', u'50', u'for', u'a', u'painting', u'of', u'a', u'man', u'stop_symbol']"
4.0,151.0,holding a candycane while,"[u'start_symbol', u'holding', u'a', u'candycane', u'while', u'stop_symbol']"
5.0,151.0,floating in a darkened sky.,"[u'start_symbol', u'floating', u'in', u'a', u'darkened', u'sky', u'.', u'stop_symbol']"
6.0,151.0,than a young man with a black beard,"[u'start_symbol', u'than', u'a', u'young', u'man', u'with', u'a', u'black', u'beard', u'stop_symbol']"
7.0,151.0,comes over,"[u'start_symbol', u'comes', u'over', u'stop_symbol']"
8.0,151.0,and I sell him three for $80.,"[u'start_symbol', u'and', u'i', u'sell', u'him', u'three', u'for', u'$', u'80', u'.', u'stop_symbol']"
9.0,151.0,he likes rugged stuff,"[u'start_symbol', u'he', u'likes', u'rugged', u'stuff', u'stop_symbol']"
10.0,151.0,where I write across the painting---,"[u'start_symbol', u'where', u'i', u'write', u'across', u'the', u'painting', u'--', u'-', u'stop_symbol']"
11.0,151.0,"""shoot shit"" or ""GRATE ART IS","[u'start_symbol', u'``', u'shoot', u'shit', u""''"", u'or', u'``', u'grate', u'art', u'is', u'stop_symbol']"
12.0,151.0,"HORSESHIT, BUY TACOS.""","[u'start_symbol', u'horseshit', u',', u'buy', u'tacos', u'.', u""''"", u'stop_symbol']"
13.0,151.0,I can do a painting in 5 minutes.,"[u'start_symbol', u'i', u'can', u'do', u'a', u'painting', u'in', u'5', u'minutes', u'.', u'stop_symbol']"
14.0,151.0,"I use acrylics, paint right out of","[u'start_symbol', u'i', u'use', u'acrylics', u',', u'paint', u'right', u'out', u'of', u'stop_symbol']"
15.0,151.0,the tube.,"[u'start_symbol', u'the', u'tube', u'.', u'stop_symbol']"
16.0,151.0,I do the left side of the painting,"[u'start_symbol', u'i', u'do', u'the', u'left', u'side', u'of', u'the', u'painting', u'stop_symbol']"
17.0,151.0,first with my left hand and then,"[u'start_symbol', u'first', u'with', u'my', u'left', u'hand', u'and', u'then', u'stop_symbol']"
18.0,151.0,finish the right side with my,"[u'start_symbol', u'finish', u'the', u'right', u'side', u'with', u'my', u'stop_symbol']"
19.0,151.0,right hand.,"[u'start_symbol', u'right', u'hand', u'.', u'stop_symbol']"
20.0,151.0,now the man with the black beard,"[u'start_symbol', u'now', u'the', u'man', u'with', u'the', u'black', u'beard', u'stop_symbol']"
21.0,151.0,comes back with a friend whose hair,"[u'start_symbol', u'comes', u'back', u'with', u'a', u'friend', u'whose', u'hair', u'stop_symbol']"
22.0,151.0,sticks out and they have a young blonde,"[u'start_symbol', u'sticks', u'out', u'and', u'they', u'have', u'a', u'young', u'blonde', u'stop_symbol']"
23.0,151.0,girl with them.,"[u'start_symbol', u'girl', u'with', u'them', u'.', u'stop_symbol']"
24.0,151.0,black beard is still a sucker:,"[u'start_symbol', u'black', u'beard', u'is', u'still', u'a', u'sucker', u':', u'stop_symbol']"
25.0,151.0,I sell him a hunk of shit---,"[u'start_symbol', u'i', u'sell', u'him', u'a', u'hunk', u'of', u'shit', u'--', u'-', u'stop_symbol']"
26.0,151.0,an orange dog with the word,"[u'start_symbol', u'an', u'orange', u'dog', u'with', u'the', u'word', u'stop_symbol']"
27.0,151.0,"""DOG"" written on his side.","[u'start_symbol', u'``', u'dog', u""''"", u'written', u'on', u'his', u'side', u'.', u'stop_symbol']"
28.0,151.0,stick-out hair wants 3 paintings,"[u'start_symbol', u'stick-out', u'hair', u'wants', u'3', u'paintings', u'stop_symbol']"
29.0,151.0,for which I ask $70.,"[u'start_symbol', u'for', u'which', u'i', u'ask', u'$', u'70', u'.', u'stop_symbol']"
30.0,151.0,he doesn't have the money.,"[u'start_symbol', u'he', u'does', u""n't"", u'have', u'the', u'money', u'.', u'stop_symbol']"
31.0,151.0,I keep the paintings but,"[u'start_symbol', u'i', u'keep', u'the', u'paintings', u'but', u'stop_symbol']"
32.0,151.0,he promises to send me a,"[u'start_symbol', u'he', u'promises', u'to', u'send', u'me', u'a', u'stop_symbol']"
33.0,151.0,girl called Judy,"[u'start_symbol', u'girl', u'called', u'judy', u'stop_symbol']"
34.0,151.0,in garter belt and high heels.,"[u'start_symbol', u'in', u'garter', u'belt', u'and', u'high', u'heels', u'.', u'stop_symbol']"
35.0,151.0,he's already told her about me:,"[u'start_symbol', u'he', u""'s"", u'already', u'told', u'her', u'about', u'me', u':', u'stop_symbol']"
36.0,151.0,"""a world-renowned writer,"" he said","[u'start_symbol', u'``', u'a', u'world-renowned', u'writer', u',', u""''"", u'he', u'said', u'stop_symbol']"
37.0,151.0,"and she said, ""oh no!"" and pulled","[u'start_symbol', u'and', u'she', u'said', u',', u'``', u'oh', u'no', u'!', u""''"", u'and', u'pulled', u'stop_symbol']"
38.0,151.0,her dress up over her head.,"[u'start_symbol', u'her', u'dress', u'up', u'over', u'her', u'head', u'.', u'stop_symbol']"
39.0,151.0,"""I want that,"" I told him.","[u'start_symbol', u'``', u'i', u'want', u'that', u',', u""''"", u'i', u'told', u'him', u'.', u'stop_symbol']"
40.0,151.0,then we haggled over terms,"[u'start_symbol', u'then', u'we', u'haggled', u'over', u'terms', u'stop_symbol']"
41.0,151.0,I wanted to fuck her first,"[u'start_symbol', u'i', u'wanted', u'to', u'fuck', u'her', u'first', u'stop_symbol']"
42.0,151.0,then get head later.,"[u'start_symbol', u'then', u'get', u'head', u'later', u'.', u'stop_symbol']"
43.0,151.0,"""how about head first and","[u'start_symbol', u'``', u'how', u'about', u'head', u'first', u'and', u'stop_symbol']"
44.0,151.0,"fuck later?"" he asked.","[u'start_symbol', u'fuck', u'later', u'?', u""''"", u'he', u'asked', u'.', u'stop_symbol']"
45.0,151.0,"""that doesn't work,"" I","[u'start_symbol', u'``', u'that', u'does', u""n't"", u'work', u',', u""''"", u'i', u'stop_symbol']"
46.0,151.0,said.,"[u'start_symbol', u'said', u'.', u'stop_symbol']"
47.0,151.0,so we agreed:,"[u'start_symbol', u'so', u'we', u'agreed', u':', u'stop_symbol']"
48.0,151.0,Judy will come by and,"[u'start_symbol', u'judy', u'will', u'come', u'by', u'and', u'stop_symbol']"
49.0,151.0,afterwards,"[u'start_symbol', u'afterwards', u'stop_symbol']"
50.0,151.0,I will hand her the,"[u'start_symbol', u'i', u'will', u'hand', u'her', u'the', u'stop_symbol']"
51.0,151.0,3 paintings.,"[u'start_symbol', u'3', u'paintings', u'.', u'stop_symbol']"
52.0,151.0,so there we are:,"[u'start_symbol', u'so', u'there', u'we', u'are', u':', u'stop_symbol']"
53.0,151.0,"back to the barter system,","[u'start_symbol', u'back', u'to', u'the', u'barter', u'system', u',', u'stop_symbol']"
54.0,151.0,the only way to beat,"[u'start_symbol', u'the', u'only', u'way', u'to', u'beat', u'stop_symbol']"
55.0,151.0,inflation.,"[u'start_symbol', u'inflation', u'.', u'stop_symbol']"
56.0,151.0,"never the less,","[u'start_symbol', u'never', u'the', u'less', u',', u'stop_symbol']"
57.0,151.0,I'd like to,"[u'start_symbol', u'i', u""'d"", u'like', u'to', u'stop_symbol']"
58.0,151.0,start the Men's Liberation Movement:,"[u'start_symbol', u'start', u'the', u'men', u""'s"", u'liberation', u'movement', u':', u'stop_symbol']"
59.0,151.0,I want a woman to hand /me/ 3 of her,"[u'start_symbol', u'i', u'want', u'a', u'woman', u'to', u'hand', u'/me/', u'3', u'of', u'her', u'stop_symbol']"
60.0,151.0,paintings after I have,"[u'start_symbol', u'paintings', u'after', u'i', u'have', u'stop_symbol']"
61.0,151.0,"made love to her,","[u'start_symbol', u'made', u'love', u'to', u'her', u',', u'stop_symbol']"
62.0,151.0,and if she can't paint,"[u'start_symbol', u'and', u'if', u'she', u'ca', u""n't"", u'paint', u'stop_symbol']"
63.0,151.0,she can leave me,"[u'start_symbol', u'she', u'can', u'leave', u'me', u'stop_symbol']"
64.0,151.0,a couple of golden earrings,"[u'start_symbol', u'a', u'couple', u'of', u'golden', u'earrings', u'stop_symbol']"
65.0,151.0,or maybe a slice of ear,"[u'start_symbol', u'or', u'maybe', u'a', u'slice', u'of', u'ear', u'stop_symbol']"
66.0,151.0,in memory of one who,"[u'start_symbol', u'in', u'memory', u'of', u'one', u'who', u'stop_symbol']"
67.0,151.0,could.,"[u'start_symbol', u'could', u'.', u'stop_symbol']"
1.0,152.0,16 years old,"[u'start_symbol', u'16', u'years', u'old', u'stop_symbol']"
2.0,152.0,during the depression,"[u'start_symbol', u'during', u'the', u'depression', u'stop_symbol']"
3.0,152.0,I'd come home drunk,"[u'start_symbol', u'i', u""'d"", u'come', u'home', u'drunk', u'stop_symbol']"
4.0,152.0,and all my clothing---,"[u'start_symbol', u'and', u'all', u'my', u'clothing', u'--', u'-', u'stop_symbol']"
5.0,152.0,"shorts, shirts, stockings---","[u'start_symbol', u'shorts', u',', u'shirts', u',', u'stockings', u'--', u'-', u'stop_symbol']"
6.0,152.0,"suitcase, and pages of","[u'start_symbol', u'suitcase', u',', u'and', u'pages', u'of', u'stop_symbol']"
7.0,152.0,short stories,"[u'start_symbol', u'short', u'stories', u'stop_symbol']"
8.0,152.0,would be thrown out on the,"[u'start_symbol', u'would', u'be', u'thrown', u'out', u'on', u'the', u'stop_symbol']"
9.0,152.0,front lawn and about the,"[u'start_symbol', u'front', u'lawn', u'and', u'about', u'the', u'stop_symbol']"
10.0,152.0,street.,"[u'start_symbol', u'street', u'.', u'stop_symbol']"
11.0,152.0,my mother would be,"[u'start_symbol', u'my', u'mother', u'would', u'be', u'stop_symbol']"
